AREA,AGE_ADJUSTED_RATE,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE
Vermont,0,Mortality,4633,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,0
Vermont,0,Mortality,4812,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,0
Vermont,0,Mortality,4945,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,0
Vermont,0,Mortality,5148,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,0
Vermont,0,Mortality,5304,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,0
Vermont,0,Mortality,5511,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,0
Vermont,0,Mortality,5690,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,0
Vermont,0,Mortality,5897,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,0
Vermont,18.1,Mortality,6053,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,16.5
Virginia,6.2,Mortality,765715,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2011,5.4
Virginia,5.3,Mortality,773860,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,4.1
Virginia,3.5,Mortality,781614,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,3.2
Virginia,5.2,Mortality,789415,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,4.3
Virginia,3.7,Mortality,797329,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,3.6
Virginia,4,Mortality,803224,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,4.2
Virginia,4.8,Mortality,810310,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,4.2
Virginia,3.8,Mortality,816120,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,3.7
Virginia,4.5,Mortality,822406,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,4
Virginia,3.3,Mortality,827543,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,2.8
Washington,5.7,Mortality,157171,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2011,2.5
Washington,2.9,Mortality,162098,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,2.5
Washington,3.1,Mortality,166265,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,2.4
Washington,1.4,Mortality,170832,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,1.2
Washington,5.1,Mortality,175882,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,2.8
Washington,6.3,Mortality,182472,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,3.3
Washington,4,Mortality,189499,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,3.2
Washington,5.9,Mortality,196291,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,3.1
Washington,3.1,Mortality,202550,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,2
Washington,6.5,Mortality,208860,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,4.3
West Virginia,4.9,Mortality,37981,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2011,2.6
West Virginia,10.5,Mortality,38292,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,7.8
West Virginia,16.1,Mortality,38706,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,15.5
West Virginia,2.5,Mortality,38835,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,2.6
West Virginia,1.9,Mortality,39018,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,2.6
West Virginia,0,Mortality,38982,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,0
West Virginia,8.4,Mortality,38931,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,5.1
West Virginia,6.3,Mortality,38943,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,7.7
West Virginia,0,Mortality,39119,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,0
West Virginia,7.1,Mortality,39625,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,5
Wisconsin,5,Mortality,187657,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2011,2.7
Wisconsin,6.2,Mortality,189277,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,3.7
Wisconsin,3.4,Mortality,190972,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,2.6
Wisconsin,2.9,Mortality,192883,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,2.6
Wisconsin,10.6,Mortality,194660,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,6.7
Wisconsin,8.6,Mortality,196338,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,4.6
Wisconsin,9.6,Mortality,198662,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,5.5
Wisconsin,6,Mortality,200512,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,4.5
Wisconsin,4.8,Mortality,201784,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,4
Wisconsin,3.7,Mortality,202631,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,2.5
Texas,4.5,Mortality,5777412,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,5.6
Texas,4.4,Mortality,5827144,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,5.4
Texas,5.2,Mortality,5859039,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,6.3
Texas,4.7,Mortality,5911307,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,5.9
Texas,4.4,Mortality,5962224,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,5.7
Texas,4.3,Mortality,5992686,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,5.7
Texas,4.4,Mortality,6009276,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,5.8
Texas,4.6,Mortality,6020820,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,6.2
Texas,5.4,Mortality,6040947,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,7.3
Texas,5,Mortality,6063778,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,6.9
Utah,2.1,Mortality,1145395,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,1.7
Utah,2.3,Mortality,1159525,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,1.9
Utah,2,Mortality,1175498,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,1.7
Utah,2.8,Mortality,1188817,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,2.4
Utah,3.1,Mortality,1203679,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,2.7
Utah,2.7,Mortality,1223771,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,2.4
Utah,2,Mortality,1242269,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,1.8
Utah,2.5,Mortality,1258200,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,2.3
Utah,2.4,Mortality,1273663,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,2.4
Utah,2.7,Mortality,1287800,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,2.5
Vermont,2.3,Mortality,294206,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,3.1
Vermont,3.9,Mortality,293482,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,4.8
Vermont,5.7,Mortality,293245,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,7.2
Vermont,5.7,Mortality,292420,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,7.2
Vermont,4.6,Mortality,291688,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,6.5
Vermont,4.4,Mortality,290358,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,6.2
Vermont,2.3,Mortality,289841,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,3.5
Vermont,2.9,Mortality,289217,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,4.8
Vermont,4.8,Mortality,288643,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,6.9
Vermont,4.5,Mortality,287880,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,6.3
Virginia,3.5,Mortality,2621263,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,3.9
Virginia,3.5,Mortality,2636456,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,4.2
Virginia,3.9,Mortality,2645666,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,4.8
Virginia,3.6,Mortality,2650463,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,4.6
Virginia,3.9,Mortality,2649730,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,4.9
Virginia,3.9,Mortality,2648592,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,5.1
Virginia,4.1,Mortality,2647301,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,5.4
Virginia,3.5,Mortality,2643890,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,4.8
Virginia,3.5,Mortality,2642180,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,4.7
Virginia,3.9,Mortality,2637408,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,5.4
Washington,4.5,Mortality,2508171,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,5.3
Washington,3.9,Mortality,2519278,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,4.8
Washington,3.6,Mortality,2528527,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,4.5
Washington,4.6,Mortality,2545228,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,5.8
Washington,4.4,Mortality,2566953,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,5.6
Washington,3.8,Mortality,2595268,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,4.8
Washington,4.6,Mortality,2619298,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,6.2
Washington,4.8,Mortality,2632617,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,6.6
Washington,3.9,Mortality,2641089,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,5.2
Washington,3.9,Mortality,2647197,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,5.4
West Virginia,4.8,Mortality,856264,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,5.8
West Virginia,5.2,Mortality,856333,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,6.2
West Virginia,5.3,Mortality,854377,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,6.9
West Virginia,4.5,Mortality,851252,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,5.9
West Virginia,4.1,Mortality,847611,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,5.3
West Virginia,4.3,Mortality,842002,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,5.6
West Virginia,5.3,Mortality,835542,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,6.9
West Virginia,5.4,Mortality,828999,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,8
West Virginia,4.1,Mortality,823253,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,6.2
West Virginia,4.5,Mortality,817264,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,7
Wisconsin,3.6,Mortality,2366889,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,4.4
Wisconsin,4.1,Mortality,2366472,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,5.2
Wisconsin,3.7,Mortality,2366569,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,4.6
Wisconsin,3.5,Mortality,2366326,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,4.6
Wisconsin,3.8,Mortality,2363705,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,5
Wisconsin,3.4,Mortality,2361320,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,4.7
Wisconsin,3.9,Mortality,2361050,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,5.3
Wisconsin,3.7,Mortality,2360839,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,5
Wisconsin,3.7,Mortality,2361260,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,5.4
Wisconsin,4,Mortality,2359757,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,5.6
Alabama,7,Incidence,2471124,All Races,Female,Oral Cavity and Pharynx,2011,8.5
Alabama,1.2,Mortality,2471124,All Races,Female,Oral Cavity and Pharynx,2011,1.5
Alabama,7.2,Incidence,2480436,All Races,Female,Oral Cavity and Pharynx,2012,9
Alabama,1.3,Mortality,2480436,All Races,Female,Oral Cavity and Pharynx,2012,1.8
Alabama,6.9,Incidence,2488451,All Races,Female,Oral Cavity and Pharynx,2013,8.6
Alabama,1.2,Mortality,2488451,All Races,Female,Oral Cavity and Pharynx,2013,1.6
Alabama,6.5,Incidence,2495725,All Races,Female,Oral Cavity and Pharynx,2014,8.1
Alabama,1.3,Mortality,2495725,All Races,Female,Oral Cavity and Pharynx,2014,1.7
Alabama,7.6,Incidence,2501997,All Races,Female,Oral Cavity and Pharynx,2015,9.4
Alabama,1.4,Mortality,2501997,All Races,Female,Oral Cavity and Pharynx,2015,1.8
Alabama,7.6,Incidence,2509613,All Races,Female,Oral Cavity and Pharynx,2016,9.6
Alabama,1.4,Mortality,2509613,All Races,Female,Oral Cavity and Pharynx,2016,1.9
Alabama,6.9,Incidence,2517486,All Races,Female,Oral Cavity and Pharynx,2017,9
Alabama,1.2,Mortality,2517486,All Races,Female,Oral Cavity and Pharynx,2017,1.7
Alabama,6,Incidence,2526183,All Races,Female,Oral Cavity and Pharynx,2018,8
Alabama,1.4,Mortality,2526183,All Races,Female,Oral Cavity and Pharynx,2018,1.7
Alabama,7,Incidence,2536133,All Races,Female,Oral Cavity and Pharynx,2019,9.1
Alabama,1.5,Mortality,2536133,All Races,Female,Oral Cavity and Pharynx,2019,2.2
Alabama,6.7,Incidence,2544566,All Races,Female,Oral Cavity and Pharynx,2020,8.9
Alabama,1.4,Mortality,2544566,All Races,Female,Oral Cavity and Pharynx,2020,1.9
Alabama,19.1,Incidence,2328518,All Races,Male,Oral Cavity and Pharynx,2011,20.7
Alabama,4.2,Mortality,2328518,All Races,Male,Oral Cavity and Pharynx,2011,4.5
Alabama,20.4,Incidence,2336196,All Races,Male,Oral Cavity and Pharynx,2012,22.8
Alabama,4.1,Mortality,2336196,All Races,Male,Oral Cavity and Pharynx,2012,4.5
Alabama,20,Incidence,2343135,All Races,Male,Oral Cavity and Pharynx,2013,23.3
Alabama,4.4,Mortality,2343135,All Races,Male,Oral Cavity and Pharynx,2013,4.9
Alabama,20.6,Incidence,2348012,All Races,Male,Oral Cavity and Pharynx,2014,23.6
Alabama,4.1,Mortality,2348012,All Races,Male,Oral Cavity and Pharynx,2014,4.6
Alabama,20.2,Incidence,2352806,All Races,Male,Oral Cavity and Pharynx,2015,23.8
Alabama,5.1,Mortality,2352806,All Races,Male,Oral Cavity and Pharynx,2015,5.7
Alabama,21.1,Incidence,2357211,All Races,Male,Oral Cavity and Pharynx,2016,24.9
Alabama,5.3,Mortality,2357211,All Races,Male,Oral Cavity and Pharynx,2016,6.1
Alabama,20,Incidence,2360503,All Races,Male,Oral Cavity and Pharynx,2017,24.5
Alabama,4.9,Mortality,2360503,All Races,Male,Oral Cavity and Pharynx,2017,5.7
Alabama,18.1,Incidence,2365445,All Races,Male,Oral Cavity and Pharynx,2018,22
Alabama,5,Mortality,2365445,All Races,Male,Oral Cavity and Pharynx,2018,5.7
Alabama,19,Incidence,2371832,All Races,Male,Oral Cavity and Pharynx,2019,23.3
Alabama,4.9,Mortality,2371832,All Races,Male,Oral Cavity and Pharynx,2019,6.3
Alabama,18,Incidence,2376966,All Races,Male,Oral Cavity and Pharynx,2020,22.6
Alabama,4.9,Mortality,2376966,All Races,Male,Oral Cavity and Pharynx,2020,6.2
Alabama,2.2,Incidence,85057,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,1.2
Alabama,0,Mortality,85057,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,0
Alabama,0,Incidence,86231,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,0
Alabama,0,Mortality,86231,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,0
Alabama,3.9,Incidence,88095,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,2.3
Alabama,0,Mortality,88095,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,0
Alabama,4.6,Incidence,89737,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,2.2
Alabama,1.9,Mortality,89737,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,1.1
Alabama,1,Incidence,91945,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,1.1
Alabama,3.5,Mortality,91945,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,1.1
Alabama,0.9,Incidence,95092,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,1.1
Alabama,0,Mortality,95092,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,0
Alabama,4.6,Incidence,97893,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,2
Alabama,0,Mortality,97893,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,0
Alabama,2.3,Incidence,101395,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,2
Alabama,0,Mortality,101395,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,0
Alabama,2.9,Incidence,104628,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,1.9
Alabama,0,Mortality,104628,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,0
Alabama,4.5,Incidence,107886,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,1.9
Alabama,0,Mortality,107886,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,0
Alabama,7.8,Incidence,104271,Hispanic of any race,Male,Oral Cavity and Pharynx,2011,2.9
Alabama,1.9,Mortality,104271,Hispanic of any race,Male,Oral Cavity and Pharynx,2011,1
Alabama,11.5,Incidence,103658,Hispanic of any race,Male,Oral Cavity and Pharynx,2012,5.8
Alabama,0,Mortality,103658,Hispanic of any race,Male,Oral Cavity and Pharynx,2012,0
Alabama,2.9,Incidence,103993,Hispanic of any race,Male,Oral Cavity and Pharynx,2013,1
Alabama,0,Mortality,103993,Hispanic of any race,Male,Oral Cavity and Pharynx,2013,0
Alabama,11.3,Incidence,104623,Hispanic of any race,Male,Oral Cavity and Pharynx,2014,5.7
Alabama,0,Mortality,104623,Hispanic of any race,Male,Oral Cavity and Pharynx,2014,0
Alabama,4.9,Incidence,106176,Hispanic of any race,Male,Oral Cavity and Pharynx,2015,2.8
Alabama,0,Mortality,106176,Hispanic of any race,Male,Oral Cavity and Pharynx,2015,0
Alabama,8.5,Incidence,108574,Hispanic of any race,Male,Oral Cavity and Pharynx,2016,3.7
Alabama,3.9,Mortality,108574,Hispanic of any race,Male,Oral Cavity and Pharynx,2016,1.8
Alabama,14,Incidence,110831,Hispanic of any race,Male,Oral Cavity and Pharynx,2017,6.3
Alabama,1.5,Mortality,110831,Hispanic of any race,Male,Oral Cavity and Pharynx,2017,0.9
Alabama,5,Incidence,113886,Hispanic of any race,Male,Oral Cavity and Pharynx,2018,3.5
Alabama,3.8,Mortality,113886,Hispanic of any race,Male,Oral Cavity and Pharynx,2018,0.9
Alabama,5.9,Incidence,116161,Hispanic of any race,Male,Oral Cavity and Pharynx,2019,3.4
Alabama,1.3,Mortality,116161,Hispanic of any race,Male,Oral Cavity and Pharynx,2019,0.9
Alabama,11.1,Incidence,118671,Hispanic of any race,Male,Oral Cavity and Pharynx,2020,5.1
Alabama,4.8,Mortality,118671,Hispanic of any race,Male,Oral Cavity and Pharynx,2020,1.7
Alabama,0,Incidence,14517,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,0
Alabama,0,Mortality,14517,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,0
Alabama,5.2,Incidence,14605,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,6.8
Alabama,0,Mortality,14605,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,0
Alabama,0,Incidence,14694,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Alabama,0,Mortality,14694,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Alabama,0,Incidence,14817,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,0
Alabama,0,Mortality,14817,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,0
Alabama,0,Incidence,14898,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,0
Alabama,0,Mortality,14898,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,0
Alabama,0,Incidence,14905,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,0
Alabama,0,Mortality,14905,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,0
Alabama,0,Incidence,14983,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,0
Alabama,4.1,Mortality,14983,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,6.7
Alabama,0,Incidence,15051,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,0
Alabama,0,Mortality,15051,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,0
Alabama,0,Incidence,15202,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
Alabama,0,Mortality,15202,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
Alabama,0,Incidence,15449,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,0
Alabama,0,Mortality,15449,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,0
Alabama,0,Incidence,14015,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2011,0
Alabama,0,Mortality,14015,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2011,0
Alabama,4.3,Incidence,14074,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2012,7.1
Alabama,0,Mortality,14074,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2012,0
Alabama,0,Incidence,14112,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2013,0
Alabama,0,Mortality,14112,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2013,0
Alabama,0,Incidence,14251,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014,0
Alabama,0,Mortality,14251,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014,0
Alabama,0,Incidence,14347,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2015,0
Alabama,0,Mortality,14347,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2015,0
Alabama,18.9,Incidence,14403,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2016,13.9
Alabama,4.3,Mortality,14403,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2016,6.9
Alabama,7.5,Incidence,14459,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2017,6.9
Alabama,0,Mortality,14459,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2017,0
Alabama,3.8,Incidence,14532,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2018,6.9
Alabama,0,Mortality,14532,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2018,0
Alabama,7.4,Incidence,14652,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2019,6.8
Alabama,0,Mortality,14652,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2019,0
Alabama,7.9,Incidence,14753,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2020,13.6
Alabama,0,Mortality,14753,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2020,0
Alabama,0,Incidence,32887,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0
Alabama,0,Mortality,32887,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0
Alabama,8.6,Incidence,34904,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,8.6
Alabama,0,Mortality,34904,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,0
Alabama,0,Incidence,36455,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
Alabama,0,Mortality,36455,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
Alabama,7,Incidence,37676,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,2.7
Alabama,0,Mortality,37676,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
Alabama,5.3,Incidence,38998,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,5.1
Alabama,0,Mortality,38998,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
Alabama,6.7,Incidence,40444,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,7.4
Alabama,7.2,Mortality,40444,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,4.9
Alabama,0,Incidence,41578,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
Alabama,0,Mortality,41578,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
Alabama,11.1,Incidence,42253,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,7.1
Alabama,8.4,Mortality,42253,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,4.7
Alabama,4,Incidence,43114,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,2.3
Alabama,0,Mortality,43114,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,0
Alabama,6,Incidence,43697,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,6.9
Alabama,3.6,Mortality,43697,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,2.3
Alabama,10.4,Incidence,29285,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2011,10.2
Alabama,0,Mortality,29285,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2011,0
Alabama,21.4,Incidence,31058,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2012,19.3
Alabama,0,Mortality,31058,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2012,0
Alabama,3.2,Incidence,32194,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2013,3.1
Alabama,0,Mortality,32194,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2013,0
Alabama,25.3,Incidence,33146,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2014,15.1
Alabama,0,Mortality,33146,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2014,0
Alabama,11.1,Incidence,34310,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2015,8.7
